frame.number,frame.time,frame.len,ip.len,tcp.len,udp.length,ip.src,ip.dst,_ws.col.Protocol
"243","Nov 22, 2024 12:44:48.956911000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"244","Nov 22, 2024 12:44:48.956938000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"245","Nov 22, 2024 12:44:48.956957000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"246","Nov 22, 2024 12:44:48.956957000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"247","Nov 22, 2024 12:44:48.956987000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"248","Nov 22, 2024 12:44:48.957018000 CST","46402","46388","46336",,"10.10.1.1","10.10.1.2","TCP"
"249","Nov 22, 2024 12:44:48.957058000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"250","Nov 22, 2024 12:44:48.957070000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"251","Nov 22, 2024 12:44:48.957089000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"252","Nov 22, 2024 12:44:48.957113000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"253","Nov 22, 2024 12:44:48.957119000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"254","Nov 22, 2024 12:44:48.957135000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"255","Nov 22, 2024 12:44:48.957162000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"256","Nov 22, 2024 12:44:48.957162000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"257","Nov 22, 2024 12:44:48.957173000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"258","Nov 22, 2024 12:44:48.957209000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"259","Nov 22, 2024 12:44:48.957212000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"260","Nov 22, 2024 12:44:48.957235000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"261","Nov 22, 2024 12:44:48.957249000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"262","Nov 22, 2024 12:44:48.957270000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"263","Nov 22, 2024 12:44:48.957286000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"264","Nov 22, 2024 12:44:48.957305000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"265","Nov 22, 2024 12:44:48.957323000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"266","Nov 22, 2024 12:44:48.957351000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"267","Nov 22, 2024 12:44:48.957367000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"268","Nov 22, 2024 12:44:48.957399000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"269","Nov 22, 2024 12:44:48.957428000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"270","Nov 22, 2024 12:44:48.957451000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"271","Nov 22, 2024 12:44:48.957462000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"272","Nov 22, 2024 12:44:48.957493000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"273","Nov 22, 2024 12:44:48.957515000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"274","Nov 22, 2024 12:44:48.957517000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"275","Nov 22, 2024 12:44:48.957544000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"276","Nov 22, 2024 12:44:48.957568000 CST","1514","1500","1448",,"10.10.1.1","10.10.1.2","TCP"
"277","Nov 22, 2024 12:44:48.957568000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"278","Nov 22, 2024 12:44:48.957568000 CST","56538","56524","56472",,"10.10.1.1","10.10.1.2","TCP"
"279","Nov 22, 2024 12:44:48.957645000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"280","Nov 22, 2024 12:44:48.957645000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"281","Nov 22, 2024 12:44:48.957678000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"282","Nov 22, 2024 12:44:48.957696000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"283","Nov 22, 2024 12:44:48.957696000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"284","Nov 22, 2024 12:44:48.957725000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"285","Nov 22, 2024 12:44:48.957771000 CST","53642","53628","53576",,"10.10.1.1","10.10.1.2","TCP"
"286","Nov 22, 2024 12:44:48.957775000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"287","Nov 22, 2024 12:44:48.957827000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"288","Nov 22, 2024 12:44:48.957874000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"289","Nov 22, 2024 12:44:48.957880000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"290","Nov 22, 2024 12:44:48.957895000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"291","Nov 22, 2024 12:44:48.957937000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"292","Nov 22, 2024 12:44:48.957985000 CST","49298","49284","49232",,"10.10.1.1","10.10.1.2","TCP"
"293","Nov 22, 2024 12:44:48.957997000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"294","Nov 22, 2024 12:44:48.958023000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"295","Nov 22, 2024 12:44:48.958044000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"296","Nov 22, 2024 12:44:48.958076000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"297","Nov 22, 2024 12:44:48.958107000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"298","Nov 22, 2024 12:44:48.958126000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"299","Nov 22, 2024 12:44:48.958156000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"300","Nov 22, 2024 12:44:48.958172000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"301","Nov 22, 2024 12:44:48.958220000 CST","5858","5844","5792",,"10.10.1.1","10.10.1.2","TCP"
"302","Nov 22, 2024 12:44:48.958263000 CST","59434","59420","59368",,"10.10.1.1","10.10.1.2","TCP"
"303","Nov 22, 2024 12:44:48.958294000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"304","Nov 22, 2024 12:44:48.958323000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"305","Nov 22, 2024 12:44:48.958357000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"306","Nov 22, 2024 12:44:48.958366000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"307","Nov 22, 2024 12:44:48.958398000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"308","Nov 22, 2024 12:44:48.958422000 CST","60882","60868","60816",,"10.10.1.1","10.10.1.2","TCP"
"309","Nov 22, 2024 12:44:48.958435000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"310","Nov 22, 2024 12:44:48.958506000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"311","Nov 22, 2024 12:44:48.958506000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"312","Nov 22, 2024 12:44:48.958531000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"313","Nov 22, 2024 12:44:48.958573000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"314","Nov 22, 2024 12:44:48.958617000 CST","42058","42044","41992",,"10.10.1.1","10.10.1.2","TCP"
"315","Nov 22, 2024 12:44:48.958625000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"316","Nov 22, 2024 12:44:48.958657000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"317","Nov 22, 2024 12:44:48.958672000 CST","50746","50732","50680",,"10.10.1.1","10.10.1.2","TCP"
"318","Nov 22, 2024 12:44:48.958699000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"319","Nov 22, 2024 12:44:48.958726000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"320","Nov 22, 2024 12:44:48.958757000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"321","Nov 22, 2024 12:44:48.958773000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"322","Nov 22, 2024 12:44:48.958779000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"323","Nov 22, 2024 12:44:48.958828000 CST","13098","13084","13032",,"10.10.1.1","10.10.1.2","TCP"
"324","Nov 22, 2024 12:44:48.958870000 CST","52194","52180","52128",,"10.10.1.1","10.10.1.2","TCP"
"325","Nov 22, 2024 12:44:48.958884000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"326","Nov 22, 2024 12:44:48.958908000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"327","Nov 22, 2024 12:44:48.958927000 CST","27426","27412","27360",,"10.10.1.1","10.10.1.2","TCP"
"328","Nov 22, 2024 12:44:48.958958000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"329","Nov 22, 2024 12:44:48.958989000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"330","Nov 22, 2024 12:44:49.002284000 CST","114","100","48",,"10.10.1.2","10.10.1.1","TCP"
"331","Nov 22, 2024 12:44:49.002535000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"332","Nov 22, 2024 12:44:49.002598000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"333","Nov 22, 2024 12:44:49.002602000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"334","Nov 22, 2024 12:44:49.002651000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"335","Nov 22, 2024 12:44:49.002662000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"336","Nov 22, 2024 12:44:49.002677000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"337","Nov 22, 2024 12:44:49.002700000 CST","62330","62316","62264",,"10.10.1.1","10.10.1.2","TCP"
"338","Nov 22, 2024 12:44:49.002728000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"339","Nov 22, 2024 12:44:49.002730000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"340","Nov 22, 2024 12:44:49.002755000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"341","Nov 22, 2024 12:44:49.002769000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"342","Nov 22, 2024 12:44:49.002796000 CST","57986","57972","57920",,"10.10.1.1","10.10.1.2","TCP"
"343","Nov 22, 2024 12:44:49.002822000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"344","Nov 22, 2024 12:44:49.002840000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"345","Nov 22, 2024 12:44:49.002840000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"346","Nov 22, 2024 12:44:49.002855000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"347","Nov 22, 2024 12:44:49.002877000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"348","Nov 22, 2024 12:44:49.002908000 CST","44954","44940","44888",,"10.10.1.1","10.10.1.2","TCP"
"349","Nov 22, 2024 12:44:49.002910000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"350","Nov 22, 2024 12:44:49.002925000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"351","Nov 22, 2024 12:44:49.002945000 CST","47850","47836","47784",,"10.10.1.1","10.10.1.2","TCP"
"352","Nov 22, 2024 12:44:49.002949000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"353","Nov 22, 2024 12:44:49.002972000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"354","Nov 22, 2024 12:44:49.002999000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"355","Nov 22, 2024 12:44:49.003006000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"356","Nov 22, 2024 12:44:49.003019000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"357","Nov 22, 2024 12:44:49.003039000 CST","10202","10188","10136",,"10.10.1.1","10.10.1.2","TCP"
"358","Nov 22, 2024 12:44:49.003060000 CST","55090","55076","55024",,"10.10.1.1","10.10.1.2","TCP"
"359","Nov 22, 2024 12:44:49.003071000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"360","Nov 22, 2024 12:44:49.003082000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"361","Nov 22, 2024 12:44:49.003089000 CST","37714","37700","37648",,"10.10.1.1","10.10.1.2","TCP"
"362","Nov 22, 2024 12:44:49.003110000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"363","Nov 22, 2024 12:44:49.003116000 CST","27578","27564","27512",,"10.10.1.1","10.10.1.2","TCP"
"364","Nov 22, 2024 12:44:49.003134000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"365","Nov 22, 2024 12:44:49.003139000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"366","Nov 22, 2024 12:44:49.003151000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"367","Nov 22, 2024 12:44:49.003171000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"368","Nov 22, 2024 12:44:49.003175000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"369","Nov 22, 2024 12:44:49.003198000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"370","Nov 22, 2024 12:44:49.003208000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"371","Nov 22, 2024 12:44:49.003232000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"372","Nov 22, 2024 12:44:49.003300000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"373","Nov 22, 2024 12:44:49.003318000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"374","Nov 22, 2024 12:44:49.003325000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"375","Nov 22, 2024 12:44:49.003355000 CST","27578","27564","27512",,"10.10.1.1","10.10.1.2","TCP"
"376","Nov 22, 2024 12:44:49.003364000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"377","Nov 22, 2024 12:44:49.003373000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"378","Nov 22, 2024 12:44:49.003385000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"379","Nov 22, 2024 12:44:49.003403000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"380","Nov 22, 2024 12:44:49.003403000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"381","Nov 22, 2024 12:44:49.003439000 CST","1514","1500","1448",,"10.10.1.1","10.10.1.2","TCP"
"382","Nov 22, 2024 12:44:49.003439000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"383","Nov 22, 2024 12:44:49.003443000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"384","Nov 22, 2024 12:44:49.003471000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"385","Nov 22, 2024 12:44:49.003485000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"386","Nov 22, 2024 12:44:49.003493000 CST","39162","39148","39096",,"10.10.1.1","10.10.1.2","TCP"
"387","Nov 22, 2024 12:44:49.003502000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"388","Nov 22, 2024 12:44:49.003528000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"389","Nov 22, 2024 12:44:49.003534000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"390","Nov 22, 2024 12:44:49.003547000 CST","37714","37700","37648",,"10.10.1.1","10.10.1.2","TCP"
"391","Nov 22, 2024 12:44:49.003554000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"392","Nov 22, 2024 12:44:49.003577000 CST","27578","27564","27512",,"10.10.1.1","10.10.1.2","TCP"
"393","Nov 22, 2024 12:44:49.003587000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"394","Nov 22, 2024 12:44:49.003595000 CST","27578","27564","27512",,"10.10.1.1","10.10.1.2","TCP"
"395","Nov 22, 2024 12:44:49.003607000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"396","Nov 22, 2024 12:44:49.003620000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"397","Nov 22, 2024 12:44:49.003623000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"398","Nov 22, 2024 12:44:49.003658000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"399","Nov 22, 2024 12:44:49.003689000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"400","Nov 22, 2024 12:44:49.003689000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"401","Nov 22, 2024 12:44:49.003722000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"402","Nov 22, 2024 12:44:49.003746000 CST","44954","44940","44888",,"10.10.1.1","10.10.1.2","TCP"
"403","Nov 22, 2024 12:44:49.003756000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"404","Nov 22, 2024 12:44:49.003772000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"405","Nov 22, 2024 12:44:49.003772000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"406","Nov 22, 2024 12:44:49.003797000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"407","Nov 22, 2024 12:44:49.003801000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"408","Nov 22, 2024 12:44:49.003820000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"409","Nov 22, 2024 12:44:49.003821000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"410","Nov 22, 2024 12:44:49.003835000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"411","Nov 22, 2024 12:44:49.003853000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"412","Nov 22, 2024 12:44:49.003854000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"413","Nov 22, 2024 12:44:49.003875000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"414","Nov 22, 2024 12:44:49.003890000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"415","Nov 22, 2024 12:44:49.003905000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"416","Nov 22, 2024 12:44:49.003910000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"417","Nov 22, 2024 12:44:49.003931000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"418","Nov 22, 2024 12:44:49.003946000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"419","Nov 22, 2024 12:44:49.003961000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"420","Nov 22, 2024 12:44:49.003966000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"421","Nov 22, 2024 12:44:49.003980000 CST","7154","7140","7088",,"10.10.1.1","10.10.1.2","TCP"
"422","Nov 22, 2024 12:44:49.004001000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"423","Nov 22, 2024 12:44:49.004009000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"424","Nov 22, 2024 12:44:49.042817000 CST","114","100","48",,"10.10.1.2","10.10.1.1","TCP"
"425","Nov 22, 2024 12:44:49.043005000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"426","Nov 22, 2024 12:44:49.043070000 CST","39162","39148","39096",,"10.10.1.1","10.10.1.2","TCP"
"427","Nov 22, 2024 12:44:49.043072000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"428","Nov 22, 2024 12:44:49.043100000 CST","53642","53628","53576",,"10.10.1.1","10.10.1.2","TCP"
"429","Nov 22, 2024 12:44:49.043116000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"430","Nov 22, 2024 12:44:49.043126000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"431","Nov 22, 2024 12:44:49.043149000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"432","Nov 22, 2024 12:44:49.043150000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"433","Nov 22, 2024 12:44:49.043160000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"434","Nov 22, 2024 12:44:49.043177000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"435","Nov 22, 2024 12:44:49.043203000 CST","47850","47836","47784",,"10.10.1.1","10.10.1.2","TCP"
"436","Nov 22, 2024 12:44:49.043209000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"437","Nov 22, 2024 12:44:49.043223000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"438","Nov 22, 2024 12:44:49.043241000 CST","1514","1500","1448",,"10.10.1.1","10.10.1.2","TCP"
"439","Nov 22, 2024 12:44:49.043241000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"440","Nov 22, 2024 12:44:49.043247000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"441","Nov 22, 2024 12:44:49.043274000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"442","Nov 22, 2024 12:44:49.043288000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"443","Nov 22, 2024 12:44:49.043294000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"444","Nov 22, 2024 12:44:49.043303000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"445","Nov 22, 2024 12:44:49.043324000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"446","Nov 22, 2024 12:44:49.043337000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"447","Nov 22, 2024 12:44:49.043339000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"448","Nov 22, 2024 12:44:49.043353000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"449","Nov 22, 2024 12:44:49.043365000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"450","Nov 22, 2024 12:44:49.043369000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"451","Nov 22, 2024 12:44:49.043389000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"452","Nov 22, 2024 12:44:49.043389000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"453","Nov 22, 2024 12:44:49.043395000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"454","Nov 22, 2024 12:44:49.043417000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"455","Nov 22, 2024 12:44:49.043420000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"456","Nov 22, 2024 12:44:49.043445000 CST","10202","10188","10136",,"10.10.1.1","10.10.1.2","TCP"
"457","Nov 22, 2024 12:44:49.043446000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"458","Nov 22, 2024 12:44:49.043451000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"459","Nov 22, 2024 12:44:49.043471000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"460","Nov 22, 2024 12:44:49.043477000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"461","Nov 22, 2024 12:44:49.043505000 CST","13098","13084","13032",,"10.10.1.1","10.10.1.2","TCP"
"462","Nov 22, 2024 12:44:49.043514000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"463","Nov 22, 2024 12:44:49.043525000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"464","Nov 22, 2024 12:44:49.043526000 CST","52194","52180","52128",,"10.10.1.1","10.10.1.2","TCP"
"465","Nov 22, 2024 12:44:49.043554000 CST","13098","13084","13032",,"10.10.1.1","10.10.1.2","TCP"
"466","Nov 22, 2024 12:44:49.043571000 CST","39162","39148","39096",,"10.10.1.1","10.10.1.2","TCP"
"467","Nov 22, 2024 12:44:49.043576000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"468","Nov 22, 2024 12:44:49.043588000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"469","Nov 22, 2024 12:44:49.043598000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"470","Nov 22, 2024 12:44:49.043618000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"471","Nov 22, 2024 12:44:49.043623000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"472","Nov 22, 2024 12:44:49.043642000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"473","Nov 22, 2024 12:44:49.043645000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"474","Nov 22, 2024 12:44:49.043663000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"475","Nov 22, 2024 12:44:49.043681000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"476","Nov 22, 2024 12:44:49.043683000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"477","Nov 22, 2024 12:44:49.043683000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"478","Nov 22, 2024 12:44:49.043710000 CST","37714","37700","37648",,"10.10.1.1","10.10.1.2","TCP"
"479","Nov 22, 2024 12:44:49.043725000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
